	sentence	type	point
4946	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh mẫu mã đẹp y hình.nhưng chạy hơi yếu.nhưng rất tốt.	POS	4
4947	Giao hàng rất nhanh.	POS	4
4948	Nhưng mong shop chú ý gói hàng kỹ hàng nhé.	NEU	3
4949	Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh em cao 1m46 nặng 37kg mặc khá vừa nhưng chỗ đùi hơi rộng thì e có thể đi bó dc .	POS	5
4950	Một áo ko có dây mũ.	NEU	3
4951	Shop chuẩn bị hàng và vận chuyển rất nhanh.	POS	4
4952	Chắc là với giá k sale hàng sẽ ok hơn. 3 sao là dành cho thái độ shop phục vụ khá, tr.lời lịch sự, nhiệt tình.	POS	4
4953	Đóng gói đẹp.	POS	5
4954	Đóng gói không chắc chắn.	NEG	2
4955	Quần mỏng chứ ko dày.	NEU	3
4956	Hợp với giá tiền.	NEU	3
4957	áo không bị lỗi. vải thun ổn phù hợp với giá tiền. nói chung đáng mua.	NEU	3
4958	Vải đẹp mảt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
4959	Rất vừa tiền.	POS	4
4960	Áo đẹp lắm mn ạ, từ chất vải đến form , ko chê điểm nào được ý, thời gian giao hàng siêu nhanh...😘😘😘.	POS	5
4961	Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.	POS	5
4962	Bể chảy.	NEG	2
4963	Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền rất thơm hàng chuẩn.	POS	5
4964	Màu sắc đep!	POS	4
4965	Áo vải đẹp.	POS	5
4966	Áo tay k dài lắm.	NEU	3
4967	Áo in bị lem màu, sản phẩm tạm được.	NEG	2
4968	Vừa miệng.	NEU	3
4969	Đợt này thì giao hàng hơi lâu xíu hi.	NEG	2
4970	Áo đẹp quá!	POS	4
4971	Shop ban hang lua doi khách thi chẳng đáng sao nao.	NEG	2
4972	Form đẹp, vải nỉ nhưng bận không bị nóng.	POS	4
4973	Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng nhanh.	POS	5
4974	Giao hàng rất nhanh tuy nhiên bên vận chuyển làm lủng thùng hàng và lủng luôn thùng yến mạch bên trong.	POS	4
4975	Khá hài lòng.	POS	4
4976	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.Shop oi sao shop ko tặng xu khi mua hàng vậy shop.	POS	5
4977	Thời gian giao hàng rất nhanh.	POS	4
4978	Rất thích...	POS	4
4979	Đóng gói chắc chắn.Rất đáng tiền.	POS	5
4980	Sản phẩm tốt dùng rất thích nha!!!	POS	5
4981	đồ rất đẹp ạ.	POS	5
4982	ra màu kinh khủng.	NEG	1
4983	Dạo này shopee giao hàng rất chậm.	NEU	3
4984	Nói chung từ giờ sẽ thành khách ruột của shop.	NEU	3
4985	Mua ngay vòng vừa đẹp vừa rẻ !!!!	POS	5
4986	Địu đẹp lắm.	POS	5
4987	Hoi mong manh so voi trong hinh anh.	NEG	2
4988	Chất vải tốt.nhưng size thì cỡ M nhưng hơi to.	POS	4
4989	Sản phẩm xài rất okay.	POS	4
4990	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	4
4991	Hàng đóng gói cẩn thận, giống ảnh.	POS	4
4992	Ch Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh chị chủ shop nhiệt tình.	POS	5
4993	Lưu ý cho những bạn mua sau.	NEU	3
4994	Chất lượng nói lên tất cả.quá tuyệt.chủ shop rất có tâm vui tính nữa.ủng hộ shop dài dài.	POS	4
4995	Nhận hàng xong mà ưng cái bụng.	POS	4
4996	Cho shop 5 sao.	POS	5
4997	Order shop ban lúc nào cũg ưng ý quá e chừg.	POS	5
4998	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
4999	Rất đáng tiền Rất đáng tiền Rất đáng tiền.	POS	4
5000	Sim đúng miêu tả.	NEU	3
5001	Hàng rất đẹp, gấp hàng có tâm ạ ♡.	POS	5
5002	Chất lượng tốt so với giá tiền.	POS	4
5003	Shop giao sai màu.	NEU	3
5004	Với giá thành như vại là quá hời nha mọi người , giao hàng siêu nhanh, chủ shop dễ thương, tư vấn nhiệt tình, ủng hộ shop dài dài nha, còn đắn do chi nữa , nên mua và nên mua nữa.	POS	5
5005	Mặc dù có chú thíc rõ là mua 2 màu khác nhau 1 xám và 1 đen nhưng lại bị giao nhầm cả 2 đen.	NEG	2
5006	Màu và váy giống hình,nhưng chất vải xấu cứng,k mềm như shop nói chất liệu voan.	NEG	2
5007	Chất lượng sản phẩm tốt.	POS	5
5008	Sản phẩm đẹp mẫu mã cũng đẹp không chê vào đâu.	POS	4
5009	Sản phẩm oke.	POS	4
5010	Mình rất hài lòng với sản phẩm của shop!	POS	5
5011	Hàng của bạn chất tạm ổn ,khuy áo bị rạch quá đường may bị rách ,nhìn ko có thẩm mỹ ,đường may đẹp nhưng áo mặc vào nhìn già.	NEU	3
5012	Đẹp nhưng chật.	NEG	2
5013	Giao hàng quá lâu.	NEG	2
5014	Sáng hơn xenon.	NEU	3
5015	Khó đeo vào tai.	NEU	3
5016	Nhưg cũg đẹp.	POS	4
5017	Mẫu mã như hình, chất lượng tốt.	POS	4
5018	Chất lượng sản phẩm tuyệt vời.	POS	5
5019	K phải chê.	NEG	2
5020	Chất lượng sản phẩm tốt Đáng đồng tiền.	POS	4
5021	Giày đẹp vừa mắt lắm.	POS	5
5022	Đẹp lắm shop.	POS	4
5023	Đóng gói okay.	POS	4
5024	Sẽ tiếp tục ủng hộ, mong shop cập nhật nhiều mẫu mã hơn nữa hihi.	POS	5
5025	Chất đẹp.mặc mát, dễ chịu lắm ạ.	POS	5
5026	Quá đẹp luôn ❤️.	POS	5
5027	Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
5028	Mua màu xanh hơi tối k giống ảnh, hy vọng ra nắng sẽ sáng hơn.	NEU	3
5029	Form quần nhỏ, vải đẹp, Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.	POS	4
5030	Chất vải hơi mỏng, mình m53 40kg mà mặc cũng chưa qua mông nữa :((.	NEU	3
5031	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
5032	áo xinh, vừa vặn luôn. chất vải khó dão, có điều hơi nóng xíu :(.	POS	4
5033	Mình có chát nhưng shop chát lại rất chậm.	NEU	3
5034	Giao hàng nhanh.	NEU	3
5035	Áo đẹp lắm nè.	POS	5
5036	Túi đựng cũng xinh lắm ý.	POS	4
5037	Chất áo ok, nhưng váy thì mừn béo quá ko vừa huhh.	POS	4
5038	Xài cũng khá ổn.	NEU	3
5039	Áo hơi bẩn.	NEU	3
5040	Với giá 2000₫ quá ổn tiếc là chỉ mua được 1 chiếc.	NEU	3
5041	sẽ ủng hộ shop nhiều lần nữa.	POS	4
5042	Hàng nên gói có xốp thì an toàn hơn.	NEU	3
5043	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh có cái bùa trăng trắng bay phất phới trước ngực haly vãi chưởng haha.	POS	5
5044	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng không được nhanh cho lắm, nhưng vẫn ok.	POS	5
5045	Nhưng thay duong lai xâu wa nên....	NEG	2
5046	Sản phẩm ko giống hình, áo bị lem mực đen quá nhiều 😑.	NEG	1
5047	Nên chát kĩ hỏi shop về sp.	NEU	3
5048	Nói chung mấy dạng quần này thiết kế cho bầu nhưng chất liệu quá chán.	NEG	1
5049	Ao kg dep nhu hing.	NEG	1
5050	Buôn bán thật thà dùm đi mấy má.	NEU	3
5051	có tặng túi xách nữa,rất dễ thương!	POS	4
5052	Tay áo rộng dài cute, form áo thì không được rộng đúng ý lắm.	NEU	3
5053	Hơi thất vọng về sản phẩm vì không phải hàng của xiaomi như hình quảng cáo, mình có xem review trước tren youtube rồi nên mới đặt mua.	NEG	1
5054	Good , đóng gói chắc chắn, cây đẹp.	POS	5
5055	Không đáng tiền mua cho lắm.	NEG	1
5056	Chất da cá mặc rất thoải mái .	POS	4
5057	Lần sau nhất định mua thêm vài cái màu khác nữa :*.	POS	5
5058	Gửi hàng ko đúng theo đặt hàng.	NEU	3
5059	Đóng gói sản phẩm rất đẹp và chắc chắn .	POS	4
5060	Chất lượng sản phẩm tuyệt vời, áo bao đẹp, chủ shop nhiệt tình dễ thương.	POS	5
5061	Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng nhanh.	POS	4
5062	Nhưng ko hiểu sao mua 2 chai đều bằng dung tích nhau nhưng thực tế lại chai ít chai nhiều là sao vậy shop ơi???????	NEU	3
5063	dây ngắn quá.	NEU	3
5064	Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh	POS	5
5065	Áo đẹp, y hình, giao đúng hẹn,.	POS	4
5066	Áo ko giống mẫu Rất không đáng tiền.	NEG	1
5067	Hủy đơn thì nhắn tin hỏi số đt để nạp tiền rồi tiếp tục im lặng.	NEU	3
5068	Hàng chất liệu vải k giống hình mẫu.	NEU	3
5069	Chất lượng sản phẩm tạm được.áo đính vết vàng ố.	POS	4
5070	Ao khong giong hinh.	NEU	3
5071	Vải xấu có mùi hôi hàng không giống hình.	NEG	2
5072	chữ trên tay áo to chà bá.	NEU	3
5073	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền.	POS	4
5074	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Mặc lên rất đẹp,chất vải cũng khá dày dặn nhưng vest hợp với người quản lý đi làm.	POS	5
5075	Sao check mã ko ra shop nhỉ.	NEU	3
5076	Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
5077	Kích thước nhỏ hơn thực tế.	NEG	2
5078	Đẹp lắm shop ah.	POS	4
5079	Vì ở phía trong vải nên phải sờ bằng tay mới thấy.	NEU	3
5080	Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.	POS	5
5081	Áo đẹp .	POS	5
5082	Chất lượng tuyệt vời.	POS	5
5083	1c nhầm size 36.	NEU	3
5084	Áo sơ mi ok, có chức dài nhưng mặc vơí quần âu ok.	POS	4
5085	Nhưng bé mèo đang nóng nên ko chui vào nằm .	NEU	3
5086	Áo form đẹp, y hình nhưng vải rất mỏng và dễ nhăn. so với giá tiền thì hơi đắt.	POS	4
5087	Chất lượng áo rất ok hơn những gì mình tưởng tượng Chất lượng sản phẩm tuyệt vời so với cái giá 99k.	POS	5
5088	Mặc vừa qua lưng quần thôi.	NEG	2
5089	Chất lượng sản phẩm rất kém.	NEG	1
5090	Cổ xe mình thấy hơi yếu, shop đóng gói k chèn chống sốc nhận hàng hộp móp méo lúc khui hàng mình rất sợ bị móp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.	POS	5
5091	Pin 8000 mà sạc 7plus được 1 lần sạc.	NEG	2
5092	Nhìn mong manh quá.	NEU	3
5093	Giao hàng nhanh.	POS	4
5094	Cho 3 sao vì trc đó đã hỏi kĩ shop là có đường để nới ra nếu chật ko?	NEU	3
5095	M nhận dc áo rồi.	NEU	3
5096	Mong muốn đổi trả và hoàn tiền sản phẩm chưa giao .	NEU	3
5097	Dùng được mấy hôm thì ốc bắt đầu long ra.	NEG	2
5098	Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
5099	Sản phẩm đến tay mình bị bể mặt kính, vì minh ko có time nên ko đổi trả dc vì thấy khá phiền.	NEG	2
5100	Hàng ok, giao hàng nhanh, đóng gói cẩn thận.	POS	4
5101	Sẻ ủng hộ shop lâu dài.	POS	4
5102	Vải đẹp khóa tốt chỉ duy nhất là túi đo đc size L nhưng bên trong gắn tag size M.	NEG	2
5103	Lần sau đừng quên quà km cho khách nha shop.	NEG	2
5104	Chất lượng sản phẩm ổn.	POS	4
5105	Chất lượng sản phẩm ok so với giá.	POS	5
5106	Đặt đen giao xanh.	NEG	2
5107	Phải là mới mặc được!	NEU	3
5108	Hàng đẹp.	POS	5
5109	Giao hàng nhanh.	POS	4
5110	Săn deal mua cường lực 1K mà đỉnh hơn mình nghĩ.	POS	5
5111	Size k được chuẩn lắm, đặt 38 nhưng mang vào phải là 39 nên khá rộng.	NEU	3
5112	Chất liệu vải chấp nhận đc.kiểu dáng y hình.	POS	4
5113	Áo mới đẹp lắm.	POS	5
5114	Đặt sọc đỏ bã trầu, Shop lại giao sọc đỏ trắng.	NEU	3
5115	Áo đẹp lắm nha mọi người... ai thích áo này thì mua ngay và luôn nha.... ^^.	POS	5
5116	Chất lượng sản phẩm kém... áo rất rất rộng.	NEG	1
5117	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn nhung be minh 3 tuổi nên hơi ngắn.	POS	4
5118	Hàng như hình, chất lượng ok.	POS	5
5119	Size 34 mà áo hơi to hơn size 34 loại khác 1chút,khá mềm, đóng gói tốt.	POS	4
5120	Hàng đẹp ren dày dặn như ảnh 😍😍.	POS	5
5121	Nói chung là 👌.➡➡🌟🌟🌟.	POS	4
5122	Chất lượng sản phẩm tốt nhưng giao sai màu.	POS	4
5123	Đường may tệ, sản phẩm size quá nhỏ, định hình sản phẩm rất xấu!	NEG	2
5124	Đóng gói sản phẩm chắc chắn Shop phục vụ rất tốt Thời gian giao hàng nhanh.	POS	4
5125	Nhưng váy màu trắng thì vải hơi mỏng.	NEU	3
5126	Mua màu da và đen nhưng gửi về 2 cái đều màu đen cả.	NEU	3
5127	Sản phẩm tốt.	POS	4
5128	Chất lượng sản phẩm tuyệt vời, rất ưng@.	POS	5
5129	Giao hàng lâu, khăn bị đổ lông lau dính lên người, giặt ra màu rất nhiều, ko nên mua.	NEG	1
5130	Sản phẩm tốt, giao hàng nhanh.	POS	4
5131	Shop k nói trước là có size để khách hàng chọn .	NEU	3
5132	Chất lượng ok, rất cảm ơn shop,.	NEU	3
5133	Hàng đep hơn mong đợi.	POS	5
5134	Vì ống tay dài nên mùa hè mặc sẽ hơi nóng.	NEU	3
5135	Hạt ăn giòn, ngon.	POS	5
5136	Còn dùng thì dễ bị vỡ miếng.	NEU	3
5137	Em và người yêu em đều thích.	POS	5
5138	💝💝💝.	NEU	3
5139	giày cực thic lun í 😍💚 shop phục vụ rất tốt. . sẽ ủg hộ shop lần sau.	POS	5
5140	Shop ki quá mình mua 2 size L mà shop giao M ah.	NEU	3
5141	Tất mỏng.	NEU	3
5142	San pham chi dk 30fan tram nhu hinh, k ung y, mua xong danh cho luon ,k mac Chất lượng sản phẩm rất kém.	NEG	1
5143	Rất ưng.	POS	5
5144	Hàng đẹp, mềm mại giá thành rẻ.	POS	5
5145	Nhưng đề nghị bổ sung 4 túi bị xếp thiếu để đủ phục vụ gia đình.	NEU	3
5146	Dáng này rất dễ mặc.	POS	4
5147	Shop thì ok nhưng đơn vị giao hàng tiết kiệm thì 0 sao.	NEG	1
5148	vải siêu đẹp 😘 áo vừa người.	POS	4
5149	Nhưng rất ưng 👏👏.	POS	4
5150	Các bạn nêu dùng cẩn thận đừng để bị rơi như mình :(.	POS	4
5151	Vải hơi mỏng và nhiều chỉ thừa.	NEU	3
5152	Tủ nhỏ xinh ạ 😻 có vít nên rất chắc chắn ạ 🤗😘.	POS	5
5153	áo nam k dk cho lém áo nữa ok thôi thù vẫn 5 🌟 vậy.	POS	5
5154	Chất lượng sản phẩm tuyệt vời.Hình sao kính y như vậy,đẹp chắc chắn.	POS	5
5155	Sẽ tiếp tục ủng hộ shop và mong shop sẽ có thêm nhiều mẫu mới hơn nữa.	POS	4
5156	Tính đổi sản phầm khác nhưng mắc công đóng gói lại.	NEU	3
5157	Cách mà Shop phục vụ rất tốt.	POS	5
5158	đặt 2 cái 1 trắng 1 đen, giao 2 cái đen.	NEU	3
5159	Chất lượng sản phẩm tuyệt vời.	POS	4
5160	Chất vãi mỗi bộ khác nhau,chất lượng bt Giá cả chấp nhận được, shop có giao thiếu và nhầm thì đã có đổi trả lại cho khách,mong shop để ý hơn trong viêc đơn đặt của khách( mẫu, màu,sz).	POS	5
5161	San phẩm tốt.	POS	4
5162	Hơi dễ rách và xổ chỉ nhiều.	NEU	3
5163	Áo đẹp như hình luôn, nhưng chắc mình để dành mùa thu mặc.	POS	4
5164	Chất lượng sản phẩm tuyệt vời đẹp Giao hàng nhanh.	POS	5
5165	Áo đẹp nhoé, đáng tiền.	POS	5
5166	Mền mịn ^^ Thời gian giao hàng rất nhanh.	POS	4
5167	Hic.	NEU	3
5168	Ngoài sự mong đợi luôn!!!!!	POS	5
5169	Từ nay thôi cạch mặt bọn này.	NEG	1
5170	Áo màu lên đẹp, rất sáng.	POS	5
5171	Chất lượng sp đc sai thì hơi nhỏ shop bảo 70kg vừa mà m 62 đã kích nách rùi.	NEU	3
5172	Áo khá ok.	POS	4
5173	Lên web Xiaomi check code thì đúng là pin zin chính hãng.	NEU	3
5174	Hàng giao ko như những gi bán hàng tư vấn.	NEG	1
5175	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.	POS	5
5176	Chất liệu sp.	NEU	3
5177	Hơi mỏng so với tưởng tượng Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
5178	Chất lượng tuyệt vời so với giá .	POS	5
5179	I'd buy another one soon.	POS	4
5180	Giày đẹp, box đẹp, shop giao hàng rất nhanh.	POS	5
5181	Thời gian giao hàng rất nhanh.tien nao cua do.chang ra gi.duong may xau.	POS	4
5182	Rẻ hơn tưởng.	NEU	3
5183	Chân váy đẹp, mình có eo khá nhỏ nên mua đồ thường rộng bụng, nhưng váy mua lần này thì khá vừa, chỉ rộng chút xíu mình sửa lại được.	POS	5
5184	Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn .	POS	5
5185	Rất đáng tiền.	POS	4
5186	Đóng gói sản phẩm rất đẹp và chắc chắn, Thời gian giao hàng rất nhanh, sản phẩm rất được ạ.	POS	4
5187	E đề nghị shop kiểm tra sản phẩm chắc chắn trước khi bán cho khách.	NEG	2
5188	San fam ko dat chat luong.	NEG	1
5189	Màu vàng bị vàng quá T.T.	NEG	2
5190	Thời gian giao hàng nhanh.	POS	4
5191	Chất lượng sản phẩm tuyệt vời, áo đẹp lắm ạ 😍.	POS	4
5192	Hàng đẹp chuẩn mẫu.	POS	5
5193	Không đúng màu trong hình.	NEU	3
5194	Chúc shop buôn bán may mắn.	NEU	3
5195	Oke phù hợp giá tiền cho shop 5*.	POS	5
5196	Túi rác rất dai, dùng thích.	POS	4
5197	Cảm ơn món quà của Shop ^^.	POS	5
5198	Mk sẽ ủng hộ nhiệt tình.	NEU	3
5199	Hàng nhận được khác hình.	NEU	3
5200	❤.	NEU	3
5201	Váy đẹp nha.	POS	5
5202	Gặp lại shop nữa.	NEU	3
5203	Hàng y hình, đẹp và cực phù hợp với bé gái tuổi teen.	NEU	3
5204	Sản phẩm mình mua shop một bên có ghi mác adidas một bên lại ko có.	NEU	3
